textID,text,selected_text,sentiment
2ccb1131af,i tried that pincode... and it says it is expired... you only just put it up.,i tried that pincode... and it says it is expired... you only just put it up,neutral
a238af1c95,wonderful trip! read all 4 twilight novels. completely all consuming and engrossing. kinda sad to be done.,wonderful trip! read all 4 twilight novels. completely all consuming and engrossing. kinda sad to be done,neutral
f75b6bb190,"yes, sir! see here http://is.gd/wz2k","yes, sir! see her",neutral
e1f5989997,"can`t, did i forget to say that? hahaha i wouldn`t be able to get home.","can`t, did i forget to say that? hahaha i wouldn`t be able to get home",neutral
1d58adbf58,"kinda the same here, maybe just a **** good coffee? same dilemma, tho.","maybe just a **** good coffee? same dilemma, tho.",neutral
3d8e8979e4,"http://bit.ly/253ce :: i got bit in the face by a doberman when i was four years old, i just wanted a kiss my neighbor had about 13 ...","http://bit.ly/253ce :: i got bit in the face by a doberman when i was four years old, i just wanted a kiss my neighbor had about 13 ..",neutral
3bd1f0644d,online! www.dujourmag.com/subscribe,online!,neutral
15e464a0cb,"http://twitpic.com/67owu - nice - i had tickets for tonight`s game, but i`m staying home sick","nice - i had tickets for tonight`s game, but i`m staying home sick",neutral
3fe390dcc1,lol i am blessed to have you in my life too 'mama' sorry about your back pain. you should do some stretches.,i am blessed to have you in my life too 'mama' sorry about your back pain. you should do some stretches.,neutral
7f5987516c,i want a top that says ` www.bilko22.com `,i want a top that says `,neutral
15d1208e29,_schools haha funny cause i blame and for me not going to bed its a vicious circle,haha funny cause i blame and for me not going to bed its a vicious circl,neutral
006cb87a83,"ishra!! haha, cassie ventura? ...not after her haircut! where were you yesterday during the beat music awards?","haha, cassie ventura? ...not after her haircut! where were you yesterday during the beat music awards?",neutral
cf80e6a4e0,"hmm, anyone else have their iphone`s earphones` grey rubber disintegrating?",disintegrating?,neutral
1a43a95aae,the portuguese national library could use it also. right now they seem to be in a ca. 1995 web. example http://u.nu/7y68,the portuguese national library could use it also. right now they seem to be in a ca. 1995 web.,neutral
128f3dc037,"coool. - weekend wasnï¿½t that great, eeeh. whattttever. friday was better than i expected it to be, so i... http://tumblr.com/x9i1qwu42","coool. - weekend wasnï¿½t that great, eeeh. whattttever. friday was better than i expected it to be, so i...",neutral
dd8b781cd9,"good night. sorry i missed you during our morning window. see you at 5, i suspect.","good night. sorry i missed you during our morning window. see you at 5, i suspect",neutral
1bae69f4ce,_jeffe83 its all the rain,its all the rain,neutral
52b2a66104,im bumbed though cuz ima miss da laker game |double sad face|,im bumbed though cuz ima miss da laker game |double sad,neutral
0dc68d825f,lol!! i`m glad i`ve seen the original trailer or that wouldn`t have made sense someone certainly went to a lot... http://bit.ly/a0pyr,lol!! i`m glad i`ve seen the original trailer or that wouldn`t have made sense someone certainly went to a,neutral
b3c3dc9e35,"again, no p.f. changs for lunch booooo","again, no p.f. changs for lunch boooo",neutral
436b24fc93,not sure... there are fanciful expensive ones - but some basic ones are not expensive... try the 24hr `m` shopping place,not sure... there are fanciful expensive ones - but some basic ones are not expensive.,neutral
b820a4216a,"_4 morning, just checking you can still find your twhirl","morning, just checking you can still find your twhirl",neutral
0f29927526,starting class. today we start medisoft.,starting class. today we start medisoft,neutral
c95b009480,use mozy.com,use,neutral
a1c107ea8e,http://twitpic.com/4wsy6 - beauty. going out now!,beauty. going out now!,neutral
bde2b0df21,_b_judah i am too old for vegas,i am too old for vegas,neutral
f1ffdf3d99,"the sun just came out!!! pray for me guys!!! writing skills test no pass, no class, no graduate -.-","the sun just came out!!! pray for me guys!!! writing skills test no pass, no class, no graduate -.",neutral
0af54b2e65,yes i did see mitch hedberg and the whole floss thing. he`s hilarious. i <3 him. poor guy,g. he`s hilarious. i <3 him. poor,neutral
d12148ecc8,i need a wardrobe intervention,i need a wardrobe interventio,neutral
a5a1b3b23e,my car is home. yay! $613.22 boo! i`m paying my mom in installments. i gave her $200 today. i so need to win the lottery. :\,y car is home. yay! $613.22 boo! i`m paying my mom in installments. i gave her $200 today. i so need to win the lottery. :\,neutral
482a27ec9b,the start of my day was finding a lump on my body... went to the hospital... apparently its nothing! fewfffff! bloodtests suck... haha,apparently its nothing! fewfffff! bloodtests suck... haha,neutral
d4b909a8db,"i painted my nails metallic blue but iï¿½m really sure about how it looks, itï¿½s a pretty weird color!! i think itï¿½s cool",a pretty weird color!! i think itï¿½s cool,neutral
0948a8ea57,// your face is stupid. thanks... i miss you too. ha!,// your face is stupid. thanks... i miss you too. ha,neutral
b89af87662,http://twitpic.com/67bpd - this store at the airport is as close as we`ll get to wdw during this trip.,this store at the airport is as close as we`ll get to wdw during this trip.,neutral
0b3f36bf93,! he has a favourite! you`re his favourite ;) omgaah. sorry for creepering? ..not really lol,! he has a favourite! you`re his favourite ;) omgaah. sorry for creepering? ..not really lo,neutral
92a3bf4cfb,http://bit.ly/147heu - don`t judge me. tucking myself in tonight mogwai on repeat,don`t judge me. tucking myself in tonight mogwai on repeat,neutral
62a384e33a,i saw thirst which is korean movie made by chan-wook park . this movie isn`t hard but good,this movie isn`t hard but good,neutral
a3a78146c8,my dream was about hanging out with all my friends. it was good until i woke up and they weren`t there.,it was good until i woke up and they weren`t there.,neutral
d970190769,_mak request me on bbm & send all ur contact info. everything didn`t sync up from old phn i have ur tmail info haha - dated!,mak request me on bbm & send all ur contact info. everything didn`t sync up from old phn i have ur tmail info haha - dated!,neutral
c68ca0493a,"http://twitpic.com/4j95z - i don`t know why, but i lold.","i don`t know why, but i lold.",neutral
b8876dfa3e,says gots my mom a digital picture frame bout to scan pics of her wedding n all that mushy stuff http://plurk.com/p/su3eq,says gots my mom a digital picture frame bout to scan pics of her wedding n all that mushy stuff,neutral
594162e9a0,"tat, you looks beautiful and are a heck of a mama and business woman. dana","tat, you looks beautiful and are a heck of a mama and business woman. da",neutral
b30b442df8,"invite sent you can now invite more collabs too, pass the word around","invite sent you can now invite more collabs too, pass the word aroun",neutral
2410a6fa03,not us as far as i know hee hee. we`re thinking a few more years first .,not us as far as i know hee hee. we`re thinking a few more years first,neutral
f08ecbc3e8,tweeten out tix deals for nkotb 5/28 was $43 now *$38 http://tinyurl.com/nkotbtweetentixsdeal <-or other seat prices /nkotb dates,tweeten out tix deals for nkotb 5/28 was $43 now *$38,neutral
67e985f8df,that is why i drive a (teeny tiny) honda civic http://myloc.me/fry,that is why i drive a (teeny tiny) honda civic,neutral
eac8b5ece5,i had to work and missed it shannon could barely contain herself. she had an amazingly good time,i had to work and missed it shannon could barely contain herself. she had an amazingly good,neutral
7db6331c79,- i produce/direct/film/edit... i write... i coordinate events... i manage don fetti... there ain`t much i don`t do!,i write... i coordinate events... i manage don fetti... there ain`t much i don`t do!,neutral
1343254dd6,"http://pic.gd/63ef my college, my friends","my college, my friends",neutral
1d6fb06a53,one taken from earlier this week! http://twitpic.com/4wb42,one taken from earlier this week!,neutral
a3d0a7d5ad,"spent the entire morning in a meeting w/ a vendor, and my boss was not happy w/ them. lots of fun. i had other plans for my morning",my boss was not happy w/ them. lots of fun.,neutral
83141a208c,took a 4 hour nap after work today and won`t be able to sleep all night this is a bummer,took a 4 hour nap after work today and won`t be able to sleep all night this is a bumme,neutral
5c07c9e0e0,"aw, sorry about your cat no worries about the blankets, i was just wondering, i`m in no rush, take your time!","aw, sorry about your cat no worries about the blankets, i was just wondering, i`m in no rush, take your time",neutral
dc24138465,http://twitpic.com/67iab - rounding bases - she was fast during relays. not so fast during the game,rounding bases - she was fast during relays. not so fast during the game,neutral
51f143ac9d,leaving for atlanta in the morning to catch joco and pa & st!!! i`m excited! missed p&s at d*con last year. that made me a sad owl.,i`m excited! missed p&s at d*con last year. that made me a sad owl.,neutral
2f9e51681e,"haha i have 2 ask, are you 2 as beautiful as ur voices? curse u super cool beautiful women who are likely unavailable! lol",curse u super cool beautiful women who are likely unavailable!,neutral
95f88bb707,the killers where the best. a bit disappointed that the last song was cut short can you watch it in full on iplayer ?,the killers where the best. a bit disappointed that the last song was cut short can you watch it in full on iplayer,neutral
209aa59fa5,i meant i cnt help but stop chattin wid her..... gud dat u noe everything.... so do u think its fair????,i meant i cnt help but stop chattin wid her..... gud dat u noe everything.... so do u think its fair??,neutral
fc06b42135,i`m looking forward to the joy of the f1.... hoping its another disaterous race for ferrari and button gets another well deserved win,hoping its another disaterous race for ferrari and button gets another well deserved win,neutral
965559a939,_blache night! doze well.,night! doze well.,neutral
a8fb2e4763,- i did see it...looks so retro! i wouldn`t say no to rerecordings...fans loved given one change. you have cs fans!,- i did see it...looks so retro! i wouldn`t say no to rerecordings...fans loved given one change. you have cs fans,neutral
55b2c4a035,_e im going to my dance class now,im going to my dance class now,neutral
fb64593d77,little bottle jus for me http://mypict.me/flc,little bottle jus for me,neutral
6ad46879d5,don`t remind me.. was supposed 2 meet up with the homie 2 4 that show.. ack! so kill it please..do the **** thang!,ack! so kill it please..do the **** than,neutral
047d2f4603,alives.... less highness feeling.... sometimes i hate that feelings.... talking about an exhusband as if he`s dead is funny,sometimes i hate that feelings.... talking about an exhusband as if he`s dead is funny,neutral
fabcf4568c,classic jt for a saturday evening http://bit.ly/lrzjr,classic jt for a saturday evening,neutral
6b2afa7423,lmao i know !! pleaseeee reply you got any replies yet? :l x,lmao i know !! pleaseeee reply you got any replies yet?,neutral
4f8baf372e,lol! girl that video disturbed me and i love the hk theme too cute!,lol! girl that video disturbed me and i love the hk theme too cute,neutral
c4fb99d6a0,"'somebody calls you, and you answer quite slowly, a girl with kaleidoscope eyes' yeah, im normal.","'somebody calls you, and you answer quite slowly, a girl with kaleidoscope eyes' yeah, im norma",neutral
320d909cf7,"ha! nice. that`s about all the german you`re gonna get from me. after that, it`s just counting and jibberish.","ha! nice. that`s about all the german you`re gonna get from me. after that, it`s just counting and jibber",neutral
dacf8c1cda,o and i have to wear a **** jacket today cos i didnt notice a mark on my shirt...,o and i have to wear a **** jacket today cos i didnt notice a mark on my shirt..,neutral
7270b12184,"? today and tomorrow at taipei, anyone free for drink? http://plurk.com/p/rpgyy","today and tomorrow at taipei, anyone free for drink",neutral
df19a216dd,"part of my neuroanatomy take-home test. after this, iï¿½m... http://tinyurl.com/de8y47",part of my neuroanatomy take-home test.,neutral
b33ac45d7f,cant wait till ur may 22 show!! u better stop by and hang out in newcastle ****,cant wait till ur may 22 show!! u better stop by and hang out in newcastle,neutral
bdd663dd3f,"a girl in my big hair rock today, black velvet baby ? http://blip.fm/~5z50g","a girl in my big hair rock today, black velvet baby",neutral
be4a03e395,hey ruthie girl... u send me all these lovely twitts but never respond! i`m hurt... how`s mikey and dion?,these lovely twitts but never respond! i`m hurt...,neutral
3412e405af,brad paisley+alison krauss- whiskey lullaby...so sad but its awesome!,so sad but its awesome!,neutral
e88795bdd8,not for too long i hope x,not for too long i hope,neutral
f5d6f61bdb,"geez sorry to hear steph, i hope things improve soon. i know that ain`t much sorry","geez sorry to hear steph, i hope things improve soon.",neutral
5c6c767fa8,"come overhere then, the dutch don`t dub might go in an hour #bringtaraback","come overhere then, the dutch don`t dub might go in an hour",neutral
e043f48c0b,listen to back around by ...love this song. meet tomorrow ^.^ but we canï¿½t go swimming sorry,listen to back around by ...love this song. meet tomorrow ^.^ but we canï¿½t go swimming sorr,neutral
d88843944c,"nope, re-reading it all over again. no offense meant","nope, re-reading it all over again. no offense mea",neutral
4b49d1ebfc,unc budget cuts may rise to 18% http://tinyurl.com/mdm5tp,unc budget cuts may rise to 18%,neutral
1608eddffc,ok so my sister is going camping i`m so mad because i have to work tomorrow have fun,ok so my sister is going camping i`m so mad because i have to work tomorrow have,neutral
7281282830,_coza yep. live and learn,live and learn,neutral
f87ffde1b0,"_mueller yes i love it its just a little bit complicated, because i want it on my bb , but it doesnt work","yes i love it its just a little bit complicated,",neutral
7d47dd6bdd,last library day before doomsday. urgh. was nice to wake up with my j-bum though. he`s still sleeping now. cute,urgh. was nice to wake up with my j-bum though. he`s still sleeping now. cute,neutral
ef5d5a51f8,mashup monday! in honour of the swine flu hysteria ? http://blip.fm/~5jnv2,mashup monday! in honour of the swine flu hysteria,neutral
accaa7f355,back again. almost the last haul. - at wagner`s casa in bend http://shz.me/5ke,back again. almost the last haul. - at wagner`s casa in bend,neutral
f4c7c4cfc1,"_1210 holy ****, i need to see that! too bad i gotta wait until tomorrow","holy ****, i need to see that! too bad i gotta wait until tomorrow",neutral
348e0a37da,"what i meant to say: at yardhouse, waikiki. `s bday (she should dj!) & some dozen others","what i meant to say: at yardhouse, waikiki. `s bday (she should dj!) & some dozen other",neutral
5a1653eae7,i`ll have to take a picture of the moon tomorrow night not gonna happen today :/,i`ll have to take a picture of the moon tomorrow night not gonna happen today,neutral
8c6b228d5f,buongiorno !!! woke up and of for my italian lunch,woke up and of for my italian lunch,neutral
b1bc6d98f9,wish i was famous like some of d people im following,wish i was famous li,neutral
557e814605,"http://twitpic.com/67hac - i dont like justin but he means somthing to miley,so i respect that !!! love you miley!!","- i dont like justin but he means somthing to miley,so i respect that !!! love you miley!!",neutral
1ec241a035,tell brad i said hi! drink and sing for me and morgan.,tell brad i said hi! drink and sing for me and morga,neutral
b4a72eb75b,:] today is a bank holiday so not many places will be open until tomorrow. welcome back!,today is a bank holiday so not many places will be open until tomorrow. welcom,neutral
df5759695c,http://twitpic.com/4wc1k - jake is signing up for a twitter!,jake is signing up for a twitter!,neutral
428cc66e4a,even when we`re miles and miles apart; you`re still holding all of my heart 4 days until jonas brothers 3d concert experience w/candice,even when we`re miles and miles apart; you`re still holding all of my heart 4 days until jonas brothers 3d concert experience w/candic,neutral
9b11025d23,i will be uploading soon! http://myloc.me/feb,i will be uploading soon!,neutral
504790b26a,_bosworth hey lo!!!!,hey lo!!!!,neutral
bc30143e71,"http://www.myspace.com/dica_grl just got a crush on this song! disco`s out! murder`s in! ruleaz?, zic! www.myspace.com/discosoutmurdersin","just got a crush on this song! disco`s out! murder`s in! ruleaz?, zic!",neutral
c22b152ec3,from here to cyborgs there`s but a small leap - http://www.newscientist.com/article/mg20227065.900,from here to cyborgs there`s but a small leap,neutral
2c16d85f9d,what happened? ... doctors don`t get sick! hope you get well soon...,doctors don`t get sick! hope you get well soo,neutral
149705b427,_dollaz yay...you like ct. people always tryna **** on it when they`ve never even been there.,people always tryna **** on it when they`ve never even been there.,neutral
11776036e5,"cafe, sky dining plangi http://plurk.com/p/sw17j","cafe, sky dining plangi",neutral
554715bc64,got back from a week of jamming in the french city of meyrueis. feel hella replenished,feel hella replenished,neutral
d8e204b2a3,hey! so glad it`s friday but not happy that i just ate a bad apple,so glad it`s friday but not happy that i just ate a bad apple,neutral
20b599095f,didn`t bring connector for camera on trip...saving new photos will have to wait another week...,didn`t bring connector for camera on trip...saving new photos will have to wait another week..,neutral
e20d0bffc5,had a lovely day yesterday. the weather was great! now stupid slapton,lovely day yesterday. the weather was great! now stupid slapton,neutral
3a41ca5f8e,_benzo the first step to recory is admitting it.,the first step to recory is admitting it.,neutral
f7eaa09d04,@_harrykim ooc: it`s okay. maybe our schedules will work out soon.,it`s okay. maybe our schedules will work out soon,neutral
251471ba64,"mom asking if i`m feeling better after dargah visit. dad swears he sees +ve 'change'. i am amused. but yeah, still depressed","i am amused. but yeah, still depresse",neutral
fc3b643847,"beer, garden, ipod, friday night, shame i`ve got to work tomorrow",shame,neutral
1fe10d2ca0,to the doctor anyone wanna do somethin after for a bit?,o the doctor anyone wanna do somethin after for a bit?,neutral
a6f4e1c77e,i wanna move back to pennsylvania,wanna move back to pennsylvania,neutral
95307ec44e,just saw 'drag me to hell'. sam ramei is excellant as usual but the kitty scene was kinda hard for me,sam ramei is excellant as usual but the kitty scene was kinda hard for me,neutral
42f8cedeeb,photo: novusnovendo: eyecandy + live = like a ****! only he keeps his clothes on but he can take them... http://tumblr.com/x2k1wga72,only he keeps his clothes on but he can take them.,neutral
1992aedf93,my grandparents cat may die... i love that cat. i swear if he goes... / / /,my grandparents cat may die... i love that cat. i swear if he goes...,neutral
181bc1ee99,no way - those are great words. boys don`t get to own them. oh and was it your bday?,no way - those are great words.,neutral
a9b2489b10,"last leg of my travels today. totally exhausted, but thank goodness 'ed' is keeping me company","totally exhausted, but thank goodness 'ed'",neutral
2721a3d28b,http://twitpic.com/66z7a - i don`t know why i always click on your doughnut pictures... lol i always end up wanting one,i don`t know why i always click on your doughnut pictures... lol i always end up wanting one,neutral
61180babcd,_stack i wish i could go to both but i don`t think i`ll be allowed :p either way with two shows going your bound to get a ticket,i wish i could go to both but i don`t think i`ll be allowed :p either way with two shows going your bound to get a ticket,neutral
233c9a86eb,darnit. see what happens when i avoid teh interwebs for work.,darnit. see what happens when i avoid teh interwebs for wor,neutral
7cd1b21623,http://twitpic.com/665w2 - see miles away,see miles away,neutral
27a58122bf,- 05/31 marks the end of our roommate era. and you never made me empanadas again.,marks the end of our roommate era. and you never made me empanadas again.,neutral
7626358ffc,i dont want to be home all by myself all weekend!!!!!!!!! what should i do?,i dont want to be home all by myself all weekend!!!!!!!!! what should,neutral
e062826a60,i miss all you ok girls. happy mother`s day to all y`all.,i miss all you ok girls. happy mother`s day to all y`al,neutral
4799c46e07,_brown theres a holy version of hell? lol...i cant stop. i need for it to be a trending topic! be nice (*whispering #redmango)lol,theres a holy version of hell? lol...i cant stop. i need for it to be a trending topic! be nice (*whispering #redmango)lol,neutral
c7c16d8ee4,"re: so, finally finished catching up with your blog - no mention of any wedding details... do tell, at some point. http://disq.us/11w","so, finally finished catching up with your blog - no mention of any wedding details... do tell, at some point.",neutral
ef972f66ed,yes! i feel the same. i`ve still got lots in boxes. it`s so fun though. got to my new place yesterday.,yes! i feel the same. i`ve still got lots in boxes. it`s so fun though. got to my new place yesterday,neutral
dc4059bbaf,hired all the smart monkeys for e-mail marketing...,hired all the smart monkeys for e-mail marketing.,neutral
8605a28860,: haha i know it was super easy too. i sat at the toy counter and gave kids what little toy they wanted with they`re tickets.,haha i know it was super easy too. i sat at the toy counter and gave kids what little toy they wanted with they`re tickets.,neutral
229919563a,starting out bday bash with a blue moon - photo: http://bkite.com/07k6x,starting out bday bash with a blue moon -,neutral
1f23bb0860,"abrams has his quirks for sure. i`ll summarize my post like this: decent flick, but not a 'star trek' story.","s: decent flick, but not a 'star trek' story",neutral
d6b51b539f,"chatting with some of my old classmates, hellyeah fun but we have some of very weird conversation haha. hello? bbm lo error ya?",hellyeah fun but we have some of very weird conversation haha. hello? bbm lo error ya?,neutral
e3d69dc6b7,"dany, meet sorcha, sorcha, dany. now you know each other. :-p","dany, meet sorcha, sorcha, dany. now you know each other. :-",neutral
5a171b26b2,hahaha. i think you`re pretty far from me. maybe next time though,hahaha. i think you`re pretty far from me.,neutral
dd01108dba,....... i`m wondering if you`re as awake as i am. ?,i`m wondering if you`re as awake as i am. ?,neutral
af9793fab2,nah they were mine had ones without fingers,nah they were mine had ones without finger,neutral
a64cb1a714,"_magician yes, apnea, but it`s not the prob. i`m on meds that might be causing this. they help otherwise so much, don`t want to stop","yes, apnea, but it`s not the prob. i`m on meds that might be causing this. they help otherwise so much, don`t want to stop",neutral
669ee0e843,"i can`t do that. i take it at 11, or i work through it. those are my options here.","i can`t do that. i take it at 11, or i work through it. those are my options here",neutral
fb450d083d,_louise yeah. like that,yeah. like that,neutral
8922f680a0,"uploading photos. ughhhh, i have to go to school early tomorrow. fml. but woo excursion. i win","ughhhh, i have to go to school early tomorrow. fml. but woo excursion. i win",neutral
6c3f13ed50,http://pic.im/4d8 horten moss kï¿½,http://pic.im/4d8 horten moss kï,neutral
3fe5f360ef,_786 it`s no secret i`m an apple boy! have considered the iphone dark side many times,it`s no secret i`m an apple boy! have considered the iphone dark side many times,neutral
78cab2393f,yes really if it is that time of day again. xxxxxxxxxxxxxxxxx,yes really if it is that time of day again.,neutral
6a2e91b744,"the movie takes a lot of digs at the indian movie industry so may not much sense, unless you have followed it long enough","he movie takes a lot of digs at the indian movie industry so may not much sense, unless you have followed it long enough",neutral
05f62a5b6b,bought it. now i have to wait 2-3 weeks. boo.,bought it. now i have to wait 2-3 weeks. bo,neutral
cb115a93d3,i`m with ya.... doesn`t follow me either,i`m with ya.... doesn`t follow me eithe,neutral
3e2486d789,lannen fall? we have a new ep coming out shortly. i want you dudes to hear it!,lannen fall? we have a new ep coming out shortly. i want you dudes to hear,neutral
c127173b71,_hime i played up until the latter parts of the voodoo village part co-op until i lost my usual partner,i played up until the latter parts of the voodoo village part co-op until i lost my usual partner,neutral
9b5238a01f,http://ping.fm/2urgp (mpaa shows how to videorecord a tv) via,mpaa shows how to videorecord a tv),neutral
bf1411943a,"just got home from morongo.. havin a corona won 100 bucks woo! lol i wish it woulda been 100,000 instead :-/","havin a corona won 100 bucks woo! lol i wish it woulda been 100,000 instead :-/",neutral
d9d29592fd,yeaa i`m so sad i`ve watched her live performances in peru etc and they are epic! i wish she`d just come to n.i! lol xo,yeaa i`m so sad i`ve watched her live performances in peru etc and they are epic! i wish she`d just come to n.i! lol,neutral
ff77c7e915,"yeah--those pants are horrible! yeah--my wife loves the job. she loves performing and kids, so it`s a good environment.","yeah--those pants are horrible! yeah--my wife loves the job. she loves performing and kids, so it`s a good environment",neutral
756df878dd,_carter vid is marked private..,vid is marked private..,neutral
27f7fe1f0e,...just waiting to get picked up at the train station by my bro and then off to the gym. can`t believe i bumped someone last night,just waiting to get picked up at the train station by my bro and then off to the gym. can`t believe i bumped someone last night,neutral
c94a85a39d,delays/cancellations really bite. have had my fair share and can sympathize. hang tough!,delays/cancellations really bite. have had my fair share and can sympathize. hang tough,neutral
67b67973df,ment to be doing hw but not going to happen!!! ill pray for tia! rose is in the shower so sh.. http://bit.ly/vmv6u,ment to be doing hw but not going to happen!!! ill pray for tia! rose is in the shower so sh..,neutral
9292a44999,http://twitpic.com/676tn - home sweet home... i didn`t have a picnic blanket though,home sweet home... i didn`t have a picnic blanket though,neutral
7dc4339828,maybe he could drill a hole in me? lol oh snap! (sorry couldn`t resist),maybe he could drill a hole in me? lol oh snap! (sorry couldn`t resi,neutral
ac9f5c5b51,"sold bikes faster than expected, and we are running out of sizes. luckily the single speeds are on the ocean now! eta - eo june.","sold bikes faster than expected, and we are running out of sizes. luckily the single speeds are on the ocean now! eta - eo june",neutral
3e4b17c28b,also check out and 2 other wonderful causes that need our help,also check out and 2 other wonderful causes that need our he,neutral
9f0dffe575,"and how! it`s already been 1 year, it`ll be wwdc 2010 before you know it.","d how! it`s already been 1 year, it`ll be wwdc 2010 before you know it.",neutral
dfa12a52eb,happy star wars day? ohhhh...now i get it. may the 4th be with you. love it. (and mondays). (sorry again) #starwarsday,love it. (and mondays). (sorry again),neutral
1d9290ef15,is a lumberjack http://twitpic.com/4wqe8,is a lumberjack,neutral
c5637a0ed2,bran!! watch my video!!!!! please dont make me go stalker status 2nite http://bit.ly/3ysav,bran!! watch my video!!!!! please dont make me go stalker status 2n,neutral
e1ed43bebe,"_2008 well, having to revise them! was to do some more gardening, now, i guess hoovering and some warcraft not played in a week !","2008 well, having to revise them! was to do some more gardening, now, i guess hoovering and some warcraft not played in a week",neutral
78c8a6bd73,"good morning, gents! how are ya today?","good morning, gents! how are ya today",neutral
1f641e94b4,"ohmigod, i would have loved that. alas, there was just lots of gun play. no dancing","i would have loved that. alas,",neutral
f396fad059,_a i have but you know it`s not that easy..,i have but you know it`s not that easy..,neutral
9a960e4029,although it is becoming tuesday (soon) in new zealand * _starla h... ? http://blip.fm/~5jhim,although it is becoming tuesday (soon) in new zealand * _starla h..,neutral
89764b6d5a,well that exam rocked...one more to go - the one we`ve all been dreading! bit of revision tonight before work tomorrow,well that exam rocked...one more to go - the one we`ve all been dreading!,neutral
c7350d0f8e,uh oh u gonna fire somebody??,uh oh u gonna fire somebody?,neutral
52ab3b6cc1,"yeah i saw, looks like hard work, but i would know whats upp handsome","yeah i saw, looks like hard work, but i would know whats upp handsom",neutral
0780d4276d,busssssss with everyone! yayyy!!!!!!!,busssssss with everyone! yayyy!,neutral
b53a56b79b,is up. moooooorning! http://plurk.com/p/su3dg,is up. moooooorning!,neutral
cc2b050151,dice watching heroes again. http://plurk.com/p/svhvh,dice watching heroes again.,neutral
6cd5fb5782,updated blog. shows you should be watching: the unusuals http://digg.com/u12w7c go check it out,updated blog. shows you should be watching:,neutral
444162bc2a,@__sugar oh no i am always here ;) <3,oh no i am always here,neutral
3bcc9762c5,"_diva i know, i know...lol that is the one song that stops me in my tracks on a dancefloor. i just can`t...lol","_diva i know, i know...lol that is the one song that stops me in my tracks on a dancefloor. i just can`t...l",neutral
ecf1007508,sunglasses whores http://twitpic.com/4wtzj,sunglasses whores,neutral
92dc68a121,"it`s 5:03 in the morning.. i think it`s time i went to bed. - so, goodnight everyone http://tumblr.com/xaj1qz8v3","it`s 5:03 in the morning.. i think it`s time i went to bed. - so, goodnight everyone",neutral
6e34e9c28a,http://twitpic.com/4w8kr - meet bella the new member of the family!!,meet bella the new member of the family!!,neutral
ff4043c1a3,now i`m at a doppppe rock show in the les .. moshie moshhhh pit http://twitpic.com/4wkhi,now i`m at a doppppe rock show in the les .. moshie moshhhh pit,neutral
c90a6c7b8f,my pleasure. hear kelli has new project! #followfriday,my pleasure. hear kelli has new project,neutral
7624520ec2,i know...,i know.,neutral
70adfb7cef,the video is finally done wooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo!,wooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo!,neutral
9ed0319118,have you seen wolverine? might want to change that pic. there`s a new sheriff in town.,have you seen wolverine? might want to change that pic. there`s a new sheriff in town,neutral
7df6d02914,"http://twitter.com/cruisemaniac/statuses/1752876129 ' requires python... but yeah, as i tweeted yesterday, dont install 1.9.4. ...","requires python... but yeah, as i tweeted yesterday, dont install 1.9.4. ...",neutral
11a4b1d005,"well aren`t you just the kindest people in the world unfortunately, i have no such enquiries!","well aren`t you just the kindest people in the world unfortunately,",neutral
57482a8b8b,: yay! lol. now i know how you felt when i was gone.,yay! lol. now i know how you felt when i was gone.,neutral
c44b029558,"_19 i watched a little today! didn`t know you were sick, you did awesome nonetheless! hope u feel better","didn`t know you were sick, you did awesome nonetheless! hope u feel better",neutral
4da3756f54,"i flew from washington to calfornia , are you still gonna be at the meet& greet tomorrow ?","i flew from washington to calfornia , are you still gonna be at the meet& greet tomorrow",neutral
deeb31fc40,almost all are here now! tomorrow at 8 we start! 291km`s of mud - http://mobypicture.com/?zx33t1,almost all are here now! tomorrow at 8 we start! 291km`s of mud,neutral
c81ae3c102,fiona is sad because there wasn`t enought room in megan`s suitcase for her http://apps.facebook.com/dogbook/profile/view/5163602,fiona is sad because there wasn`t enought room in megan`s suitcase for her,neutral
842cdedfa9,"... thanks okiebud! i get the message..sorry, the content you selected is not currently available..","thanks okiebud! i get the message..sorry, the content you selected is not currently available.",neutral
f379c26ad2,_bloggerific ha! nice try. i will outright deny any accusations. but good luck with that...,nice try. i will outright deny any accusations. but good luck with that..,neutral
b0ec446090,it was fine. i was still up playing infamous. sorry to hear how things ended up again,it was fine. i was still up playing infamous. sorry to hear,neutral
f7904730f7,i hate windows. i miss my lovely ubuntu i`m such a nerd haha,i hate windows. i miss my lovely ubuntu i`m such a nerd,neutral
235d69cca7,_princess69 hehehe! barry killer! u need a pic,hehehe! barry killer! u need a pic,neutral
9de1831813,per taylor dayne conversation. it`s official i am now jealous of you.,it`s official i am now jealous of you,neutral
336cef98d2,"shopping with tonight, cant wait! lucky **** has already finished work im stuck here forever!","shopping with tonight, cant wait! lucky **** has already finished work im stuck here foreve",neutral
1ff50e3f2f,_meow yeah u better be !!,yeah u better be !!,neutral
7da2895744,more big hair rock for bank holiday monday always seems fitting imo ? http://blip.fm/~5jfuu,more big hair rock for bank holiday monday always seems fitting imo,neutral
