Unnamed: 0,textID,selected_text,text,sentiment,eqs,is_link
1503,d7b287d1e7,where r all the 5am tweets from people...oh that`s right...they opened the #houseofrock last night so they`re still in bed,where r all the 5am tweets from  people...oh that`s right...they opened the #houseofrock last night so they`re still in bed,neutral,False,False
1504,67ff57361c,working on canada shoots information. coming your way soon if you have expressed interest and i have your email address . eh!!!,working on canada shoots information.  coming your way soon if you have expressed interest and i have your email address . eh!!!,neutral,False,False
1510,12b631ca7b,"thank you! i was just playing that a moment ago, actually! a very different, even more chill version. *spooky*! haha.","thank you! i was just playing that a moment ago, actually! a very different, even more chill version.  *spooky*! haha.",neutral,False,False
1521,dd3dbdf77e,hi ms. fussy *waves*,hi ms. fussy  *waves*,neutral,False,False
1577,910a250227,cant find my shoes. :/ hope its as bad as itll get 2nite. im happy.,cant find my shoes. :/ hope its as bad as itll get 2nite.  im happy.,neutral,False,False
1585,eabaf375f4,i must have viewed that picture of me and from saturday morning about a milling times x,i must have viewed that picture of me and  from saturday morning about a milling times  x,neutral,False,False
1589,666f836b32,_rockstar umm how bout em?..aint get 2 see da game but i see dey survived anotha game of da series due to notin but lebron im guessin,_rockstar umm how bout em?..aint get 2 see da game  but i see dey survived anotha game of da series due to notin but lebron im guessin,neutral,False,False
1590,6e41749ac7,hey i tried callin u but it wont let me,hey  i tried callin u but it wont let me,neutral,False,False
1592,88b6d952b6,home form school...its a long weekend most ppl would be happy but im not...im still mad and sad about him,home form school...its a long weekend  most ppl would be happy but im not...im still mad and sad about him,neutral,False,False
1597,c10ae302bc,"oh you understand french? well, maybe i exxagerated it a little bit lol but they all want at least 1/2 years of exp. :-/","oh you understand french?  well, maybe i exxagerated it a little bit lol but they all want at least 1/2 years of exp. :-/",neutral,False,False
1601,787df2fd0f,"home! day scale from one to ten is an 8 **** i feel old compare to him, haha so cute.","home! day scale from one to ten is an 8  **** i feel old compare to him, haha so cute.",neutral,False,False
1607,af706b4c58,dhellohannah5 can you please follow me i need more followers haha,dhellohannah5 can you please follow me  i need more followers haha,neutral,False,False
1625,d11816c1c7,is missing the fun she had with _army at eclipse 3 #sarmy #sarmy #sarmy,is missing the fun she had with _army at eclipse 3  #sarmy #sarmy #sarmy,neutral,False,False
1637,2d361cdd4d,i have it. hehehehe u want the torrent?,i have it.  hehehehe u want the torrent?,neutral,False,False
1640,d682402e60,"wow, hugh jackman totally bulked up for wolverine. so so movie...but helloooo nurse! he`s dreeaamy yup, my crushed spirit is on the mend.","wow, hugh jackman totally bulked up for wolverine. so so movie...but helloooo nurse! he`s dreeaamy  yup, my crushed spirit is on the mend.",neutral,False,False
1641,2983528f77,_amr i`m here haha,_amr i`m here  haha,neutral,False,False
1644,fc6128f4e5,"ok i just spent like ïï¿¿½50 on soundtracks, a galaxy class starship and eve online. sigh","ok i just spent like ï¿½50 on soundtracks, a galaxy class starship and eve online. sigh",neutral,False,False
1649,1ee5496252,and if i lived in usa i would gotto 2 go to 106 park ma aunty lives in nyc the bronx grrr,and if i lived in usa i would gotto 2 go to  106 park ma aunty lives in nyc the bronx grrr,neutral,False,False
1660,eeff416e05,is heading in to london to meet with and let us know if you`re about still not sure what time we`re meeting.....,is heading in to london to meet with  and  let us know if you`re about  still not sure what time we`re meeting.....,neutral,False,False
1677,b733d36b6e,i know... it`s already been two weeks!,i know...  it`s already been two weeks!,neutral,False,False
1684,2c4b87059b,is never around for the sl100 quiz i want water park tickets waaaa,is never around for the sl100 quiz   i want water park tickets waaaa,neutral,False,False
1687,5f4e052208,doing a rainbow and unicorn film then? #48hours,doing a rainbow and unicorn film then?  #48hours,neutral,False,False
1718,0b8b37ba52,chris came over for exactly one hour i moped around after he left and ended up falling asleep.,chris came over for exactly one hour  i moped around after he left and ended up falling asleep.,neutral,False,False
1724,349251e2a4,"my hubby. promised job promotion so we didn`t move, signed a new lease n they withdrew the promotion...","my hubby.  promised job promotion so we didn`t move, signed a new lease n they withdrew the promotion...",neutral,False,False
1730,440e8fc447,hockey was so fukinï¿¿½ good **** you hole! xd,hockey was so fukinï¿½ good  **** you hole! xd,neutral,False,False
1736,915ce84b4b,too bad i can`t come! enjoy urself tho.,too bad i can`t come!  enjoy urself tho.,neutral,False,False
1737,4d194d770c,watching et today! <3 supposed to have a clip from new moon hating drag me to hell,watching et today!  <3 supposed to have a clip from new moon  hating drag me to hell,neutral,False,False
1741,1c14b45cee,"house probably resembling your kind of heaven no? maybe ciaran`s angels have moved in with you, hence inability to locate!","house probably resembling your kind of heaven no?  maybe ciaran`s angels have moved in with you, hence inability to locate!",neutral,False,False
1749,d664f99182,rotc brought a climbing wall to work for coworkers to try and climb if they wanted. i forgot my climbing shoes at home today.,rotc brought a climbing wall to work for coworkers to try and climb if they wanted.  i forgot my climbing shoes at home today.,neutral,False,False
1753,86a28f67e9,_x yepp. do you like dylan or cole better?,_x yepp.  do you like dylan or cole better?,neutral,False,False
1756,9e8665abc5,dang i left my rolando`s dinner leftovers at home! i knew i should have put them in the shop fridge last night before we left downtown!,dang  i left my rolando`s dinner leftovers at home! i knew i should have put them in the shop fridge last night before we left downtown!,neutral,False,False
1761,dcb745bcf2,woke up an hour early just to study for a test,woke up an hour early just to study for        a test,neutral,False,False
1762,cb1a68137c,they open at 9 a.m. and i hope to be there shortly after that. no guarantees for me though!,they open at 9 a.m.   and i hope to be there shortly after that.   no guarantees for me though!,neutral,False,False
1763,a4d578eeb1,"is at work.... boo! the pin-ups will be playing at uncommon ground wednesday night at 9 p.m.! (1401 w. devon ave., chicago 60660","is at work....  boo!  the pin-ups will be playing at uncommon ground wednesday night at 9 p.m.! (1401 w. devon ave., chicago 60660",neutral,False,False
1771,5a3c9bf459,was just about to try and dl the sims 3 but realize my pc don`t meet the standard requirements i need new pc lol!!!,was just about to try and  dl the sims 3 but realize my pc don`t meet the standard requirements  i need new pc lol!!!,neutral,False,False
1776,06aaa8e680,at an 80``s retro prom wishing he was here to dance with! i`m gonna miss his great dancing 2nite but still having a blast & a few drinks,at an 80``s retro prom wishing he was here to dance with!  i`m gonna miss his great dancing 2nite  but still having a blast & a few drinks,neutral,False,False
1784,bdf9453e5e,"yeah, i`ve seen that before, funny *hey honey, jill just sent me a **** in a box*","yeah, i`ve seen that before, funny   *hey honey, jill just sent me a **** in a box*",neutral,False,False
1791,5aa568e0a4,"i`ll be one of your 'groovy guys' any time, shortie short #photofollows","i`ll be one of your 'groovy guys' any time, shortie short  #photofollows",neutral,False,False
1797,ed539778c1,"to be really really... not bored but bad, i won`t know the news but thats ok. brb x","to be really really... not bored but bad, i won`t know the news  but thats ok. brb x",neutral,False,False
1819,ecaa478ef4,same. was going to try warm milk but i`m lactose intolerant haha.,same. was going to try warm milk but i`m lactose intolerant  haha.,neutral,False,False
1832,470f2669c4,well being a retired drummer i can do my own drum roll so all you need to do is read my posts since they take a ton of time lol,well being a retired drummer i can do my own drum roll so all you need to do is read my posts since they take a ton of time  lol,neutral,False,False
1849,1c2a41d71e,at work at the mo and it`s so sunny here today off to see a band tonight!!,at work at the mo and it`s so sunny here today   off to see a band tonight!!,neutral,False,False
1862,5de3c34293,i am the only arabic girl who`s online every one is a sleep ..,i am the only arabic girl who`s online  every one is  a sleep ..,neutral,False,False
1864,9d187014d5,good morning... iï¿¿½m soooo tierd,good morning... iï¿½m soooo tierd,neutral,False,False
1880,07a8205fee,i wanna be at bea as well!!!! #bea09,i wanna be at bea as well!!!!   #bea09,neutral,False,False
1904,eaf8a522e9,arrr bummer who do you want to win?,arrr bummer  who do you want to win?,neutral,False,False
1932,b1ddb9811e,_fizz he`s really not into new people i dunno em but he said he`d try,_fizz he`s really not into new people  i dunno em but he said he`d try,neutral,False,False
1933,e30721df0d,at the concert! i hope makes a guest appearance,at the  concert! i hope  makes a guest appearance,neutral,False,False
1938,19365e33a0,july!,july!!!!,neutral,False,False
1947,10502f22bf,"it`s not sad. to tweet is to twitter, not someone misspronouncing a word kto make it fit a card. i would have tweeted it.","it`s not sad. to tweet is to twitter, not someone misspronouncing a word kto make it fit a card.  i would have tweeted it.",neutral,False,False
1949,5be9ccda69,nooooo!!!!! dont you dare! lol =( im gonna cry i <3 your hair!,nooooo!!!!! dont you dare! lol =( im gonna cry  i <3 your hair!,neutral,False,False
1954,2cec07986b,"perth - ford - falcon - 1997 - $3,500 - new ad received and will be posted on the hcc site soon","perth - ford - falcon - 1997 - $3,500  - new ad received and will be posted on the hcc site soon",neutral,False,False
1962,2a2c1635c8,639 baby! god its sad really oh well lifes a partaaay! xxxxxxxxxx,639 baby! god its sad really  oh well lifes a partaaay! xxxxxxxxxx,neutral,False,False
1971,e05fd863d4,lester? guessed her? yester-day? you can think of something. no cop outs now.,lester?  guessed her?  yester-day?  you can think of something.  no cop outs now.,neutral,False,False
1974,b4031d0753,"yay me! but, what in particular?","yay me!  but, what in particular?",neutral,False,False
1975,e7a0f7ac99,i have to work but i`ll just watch it later.. even though it`s not the same.,i have to work  but i`ll just watch it later.. even though it`s not the same.,neutral,False,False
1978,0d45e4e926,"wide awake, scoffed 3/4`s of a pizza and feel like a sumo such a weak day! run tomorrow","wide awake, scoffed 3/4`s of a pizza and feel like a sumo  such a weak day! run tomorrow",neutral,False,False
1982,6769efef8a,yes its the twins so i wontt be watching,yes its the twins  so i wontt be watching,neutral,False,False
1998,9f9a4e2bb2,"at tweetup loc, but don`t recognize anyone am outside in turquoise shirt. please see me! #g4c09","at tweetup loc, but don`t recognize anyone  am outside in turquoise shirt. please see me! #g4c09",neutral,False,False
2003,81de3c6143,"the day started so wonderful, but now our kids our crying because our kitty is missing we just got back from posting signs around.","the day started so wonderful, but now our kids our crying because our kitty is missing  we just got back from posting signs around.",neutral,False,False
2005,f02bdad05e,not sure where the real state market is moving confused either hold or go ahead with the plans?,not sure where the real state market is moving  confused either hold or go ahead with the plans?,neutral,False,False
2006,f57f3b6265,i know how annoying that can be! but theres a german saying`pleasant anticipation is the greatest pleasure`(own translation),i know how annoying that can be!  but theres a german saying`pleasant anticipation is the greatest pleasure`(own translation),neutral,False,False
2013,ab5b510355,my denny`s shut down in the winter. i have to do 50 miles to get to one now.,my denny`s shut down in the winter.  i have to do 50 miles to get to one now.,neutral,False,False
2022,f6e3a6dd55,_claire lol i will buy u some big star wars pants 4 xmas !!!,_claire lol  i will buy u some big star wars pants 4 xmas !!!,neutral,False,False
2032,9f7da3aa4a,_08 hell yeah! i missed u last nite lol do u like my opinion?,_08 hell yeah! i missed u last nite  lol do u like my opinion?,neutral,False,False
2040,f61d7dbd8b,yeahh those two times we`ve stood next to each other were special times...,yeahh  those two times we`ve stood next to each other were special times...,neutral,False,False
2042,6be041409c,that songs on tays vid katy perry.,that songs on tays vid  katy perry.,neutral,False,False
2049,903cce2dcd,whoooooo i`m gettin` extra hours today afterwards i`m gonna see if i can get some marigolds for my mum ^^,whoooooo i`m gettin` extra hours today    afterwards i`m gonna see if i can get some marigolds for my mum ^^,neutral,False,False
2055,a4ee41dc64,my replacement iron ring arrived. it`s shiny. and a bit more jagged than the original,my replacement iron ring arrived.  it`s shiny.  and a bit more jagged than the original,neutral,False,False
2069,a8bf8239bd,"if i skipped, that could get messy rofl","if i skipped, that could get messy   rofl",neutral,False,False
2078,20a5175d49,i will have to see the unveiling of your new lr arrangement! is there an official event planned,i will have to see the unveiling of your new lr arrangement!  is there an official event planned,neutral,False,False
2080,b7299d0e70,i hear you. i can`t think of a layout either. lol i`ve been trying for i dont know how long.,i hear you. i can`t think of a layout either.  lol i`ve been trying for i dont know how long.,neutral,False,False
2097,79e7a9ed8e,did you google it too? or maybe you actually knew the answer lol ps put uo the pics already from last night im getting anxious,did you google it too? or maybe you actually knew the answer lol ps put uo the pics already from last night  im getting anxious,neutral,False,False
2099,b0cae38eb0,woop right am off to 'try' to get 2 sleep haha its 2 hot have a good nightt x,woop right am off to 'try' to get 2 sleep haha its 2 hot  have a good nightt x,neutral,False,False
2123,3da6270b02,i hide my berry like a slave regularly only today i was caught by massa & im def not light enough to be a juice pouring slave,i hide my berry like a slave regularly only today i was caught by massa   & im def not light enough to be a juice pouring slave,neutral,False,False
2127,95189cd3a8,warmed up nicely outside. sucks being stuck inside coding,warmed up nicely outside.  sucks being stuck inside coding,neutral,False,False
2138,0e3d0b5ab5,"guys, follow for the rx twitterwar!!!! dd go ginoooo!!!","guys, follow  for the rx twitterwar!!!! dd go ginoooo!!!",neutral,False,False
2142,64b8d96644,i get the feeling is going to make me wait until i get home to tell me i`m denied vittles from bww.,i get the feeling  is going to make me wait until i get home to tell me i`m denied vittles from bww.,neutral,False,False
2150,32b2c8b924,"aww stanley, have you still got him, they can live for like 20 years right? x","aww stanley, have you still got him, they can live for like 20 years right?  x",neutral,False,False
2165,7bad0b9772,oh poor you atleast get paid for staying back or?,oh poor you  atleast get paid for staying back or?,neutral,False,False
2166,c6881ba0e1,ghunghte mein chanda hai phir bhi hai phela chaaron aur ujala i love that songggggg ps i got lost in morrisons,ghunghte mein chanda hai phir bhi hai phela chaaron aur ujala i love that songggggg ps  i got lost in morrisons,neutral,False,False
2175,3ba549158f,me too what are you doing?,me too  what are you doing?,neutral,False,False
2181,8f851c59f6,- halla!!! doing ok- got a cold but trying to ignore it how about you?,- halla!!! doing ok- got a cold but trying to ignore it  how about you?,neutral,False,False
2184,3775f77081,having my dinner. eating bangus. it`s a fish.,having my dinner. eating bangus.  it`s a fish.,neutral,False,False
2196,dd77d3f5cd,i know im wrong .. just give me one more chance senti .. :],i know im wrong .. just give me one more chance   senti .. :],neutral,False,False
2206,4aac092937,oooh gosh google wave is looking pretty sexy. lunch time`s over though back to powerpoint (significantly less sexy),oooh gosh google wave is looking pretty sexy. lunch time`s over though  back to powerpoint (significantly less sexy),neutral,False,False
2214,1d5d10eedf,i hate the exams . first time and last time in this school then i`m out ! after 10 years! yaaaay !,i hate the exams . first time and last time in this school  then i`m out ! after 10 years! yaaaay !,neutral,False,False
2240,e1db1eab6e,"finally x-men origins: wolverine arrived, time to play the game like a mad man, and then it`s time for the review /patrick","finally x-men origins: wolverine arrived, time to play the game like a mad man, and then it`s time for the review  /patrick",neutral,False,False
2266,dfe5909132,imma miss dem kobe nd bron commrcials wen cleveland get knocked out doe they wer funny,imma miss dem kobe nd bron commrcials wen cleveland get knocked out doe  they wer funny,neutral,False,False
2271,fe9c9f7f2f,really am sorry becausei was looking forward to it.. thought itd be fun and u wanted to hear it.iowe u a beer.,really am sorry becausei was looking forward to it.. thought itd be fun  and u wanted to hear it.iowe u a beer.,neutral,False,False
2285,5955233380,heyy. how are you?,heyy.  how are you?,neutral,False,False
2288,5d9e44e6aa,just saw up it was a cute movie (:passed by a place called a peasants kitchen. wtf? that names kinda sad,just saw up  it was a cute movie (:passed by a place called a peasants kitchen. wtf? that names kinda sad,neutral,False,False
2295,3911f274d6,on the way back to dublin omg didnt hit the bed until 530 so i am so sleepy but once again on the road back to good ole dublin :-p ...,on the way back to dublin omg didnt hit the bed until 530  so i am so sleepy   but once again on the road back to good ole  dublin :-p ...,neutral,False,False
2311,054d16c70d,"i can`t say i`ve tried, but then again, i haven`t tried with a sword either not yet, anyway.","i can`t say i`ve tried, but then again, i haven`t tried with a sword either   not yet, anyway.",neutral,False,False
2317,39f74c5153,i`m going to estonia! woohoo!!,i`m going to estonia!  woohoo!!,neutral,False,False
2321,3f09fa2af2,my new site is stuck in the google sandpit now test of my skills until it comes back out!,my new site is stuck in the google sandpit now  test of my skills until it comes back out!,neutral,False,False
2347,3b5d1cc375,and why are u two fighting.,and  why are u two fighting.,neutral,False,False
2350,38d2b216c7,watching h&a! got new photos for myy room waiting for ulise to get home.,watching h&a! got new photos for myy room  waiting for ulise to get home.,neutral,False,False
2358,5b6212874a,"penguins win in ot, probably why you were busy. one more game to win.","penguins win in ot, probably why you were busy.  one more game to win.",neutral,False,False
2362,3d22669847,"eh, june 15th are you going to the signing on the 18th, i think it is? x","eh, june 15th  are you going to the signing on the 18th, i think it is? x",neutral,False,False
2381,5cc015ed85,not quite as much...hmmm products in us that are not in canada?? idk do you have covergirl?,not quite as much...hmmm products in us that are not in canada?? idk  do you have covergirl?,neutral,False,False
2404,a3893b1fce,up and at`m getting ready for work,up and at`m   getting ready for work,neutral,False,False
2424,eaa096c532,i am soooo disapoointed i couldn`t make it i will be there next time! glad it was productive.,i am soooo disapoointed i couldn`t make it  i will be there next time! glad it was productive.,neutral,False,False
2440,60fbd17c2f,"- i read that as follows: 'i`m a what?! what`d i do? yes, she is rather simple. i miss you dicks too... '","- i read that as follows: 'i`m a what?! what`d i do? yes, she is rather simple. i miss you dicks too...   '",neutral,False,False
2449,d4834cfc49,early mother`s day dinner with the family,early mother`s day dinner with the  family,neutral,False,False
2456,4f2bf0e4b8,hey every1! do yesterday was my prom and it was the best. i wanna go back in time :] ima miss every new picks up soon myspace.com/risound,hey every1! do yesterday was my prom and it was the best. i wanna go back in time :] ima miss every  new picks up soon myspace.com/risound,neutral,False,False
2485,bc3d152a07,"friday night magic last night, i lost so bad i suck at draft","friday night magic last night, i lost so bad  i suck at draft",neutral,False,False
2500,570c1a92c9,what`s up my homieeeeeeeeeee ???? i miss you live last night i hope your on tonight . i will hit you up cutie,what`s up my homieeeeeeeeeee ???? i miss you live last night  i hope your on tonight . i will hit you up cutie,neutral,False,False
2510,67447c7a51,babe i`m just **** around! just bored! no need to worry,babe i`m just **** around!  just bored!  no need to worry,neutral,False,False
2517,cfa90fa221,nearly ran over a pheasant on the driving lesson baws.,nearly ran over a pheasant on the driving lesson  baws.,neutral,False,False
2527,e3a8728252,absolutely! i have a 'his view' section on my site.. i know you`re busy but you are more than welcome to guest post,absolutely!  i have a 'his view' section on my site.. i know you`re busy but you are more than welcome to guest post,neutral,False,False
2536,484373037f,i`ll be at the new movie showing at the franklin on thursday night. several of the sla faculty will be in attendance.,i`ll be at the new movie showing at the franklin on thursday night.  several of the sla faculty will be in attendance.,neutral,False,False
2545,3b26122664,most name brands have dairy even if it`s called `semi-sweet` or `dark`. i`ll try to get some in the helloveggies store!,most name brands have dairy even if it`s called `semi-sweet` or `dark`.  i`ll try to get some in the helloveggies store!,neutral,False,False
2547,e818eb3851,shop then work time see yas laterz x,shop then work time  see yas laterz x,neutral,False,False
2548,3c58b704f2,just finished down loading aim6.9 and guess what! i can get updates from twitter on it! message me at: i am katie arttt,just finished down loading aim6.9 and guess what! i can get updates from twitter on it!  message me at: i am katie arttt,neutral,False,False
2563,96f3650135,got live last night at our vid comin soonnn,got live last night at our  vid comin soonnn,neutral,False,False
2566,226df3194c,"yay, watching supernatural .. great way to end a hard day. i miss you jesse.","yay, watching supernatural   .. great way to end a hard day. i miss you jesse.",neutral,False,False
2573,55210b6e39,"baha, i`m gonna have to find some! i dont think we took any d: but i`m gonna find some!","baha, i`m gonna have to find some!  i dont think we took any d: but i`m gonna find some!",neutral,False,False
2580,3eacf08209,sun has been making me happy =] shame about work tonight x,sun has been making me happy =] shame about work tonight  x,neutral,False,False
2582,e78f6d920b,good day in the sun... little bit burnt tho... well actualy quite alot very sore heh,good day in the sun... little bit burnt tho... well actualy quite alot  very sore  heh,neutral,False,False
2593,70fa6e0152,i didn`t get a callback for the play i cried... oh well i guess it`s back to being a techie..,i didn`t get a callback for the play i cried...  oh well i guess it`s back to being a techie..,neutral,False,False
2617,632ea65f37,i missed u. stop defending urself. your true fans are with u u`re the best. and for me u didn`t change. -ur biggest french fan!,i missed u. stop defending urself. your true fans are with u  u`re the best. and for me u didn`t change. -ur biggest french fan!,neutral,False,False
2619,3cf7d3cbea,stayed home from school today doctors sooooon.,stayed home from school today   doctors sooooon.,neutral,False,False
2639,00688f0441,yo somebody`s mother just came to the club dresses like she`s going straight to church after the club! i feel like i`m going to hell 4 @,yo somebody`s mother just came to the club dresses like she`s going straight to church after the club! i feel like i`m going to hell 4  @,neutral,False,False
2649,ecc56a776a,"most definitely will! also, i wanted to say 'perfect time' was my favorite track! it seriously made me tear up!","most definitely will!  also, i wanted to say 'perfect time' was my favorite track! it seriously made me tear up!",neutral,False,False
2654,fc0d5427f8,it`s raining i can`t go out to jogging... i have to do it in my house gym...,it`s raining  i can`t go out to jogging... i have to do it in my house gym...,neutral,False,False
2668,d948eb5d1e,"oooommmmggg, you probs will, too busy to slay properly for a while hopefully i`ll stay ahead doing 1 task a week!","oooommmmggg, you probs will, too busy to slay properly for a while  hopefully i`ll stay ahead doing 1 task a week!",neutral,False,False
2681,a42e148220,it`s such a romantic novel!! i cried in the end now i`m going to bed. i`m so tired.,it`s such a romantic novel!! i cried in the end  now i`m going to bed. i`m so tired.,neutral,False,False
2683,96a8112f12,"it`ll be close, but hopefully they can figure it out they`ll be eating nothing but those cookies for the week tho.","it`ll be close, but hopefully they can figure it out  they`ll be eating nothing but those cookies for the week tho.",neutral,False,False
2685,18219a326d,really? awesome..im mad cuz my followers r goin down *take a breath*,really? awesome..im mad cuz my followers r goin down  *take a breath*,neutral,False,False
2688,d24bdd2844,"i agree, however i can`t sell until i`m a full brick & motar store... soon though hopefully","i agree, however i can`t sell  until i`m a full brick & motar store...  soon though hopefully",neutral,False,False
2689,1b4612b286,i have a job at camp!! only downfall? no midnight showing of harry potter for me,i have a job at camp!!  only downfall? no midnight showing of harry potter for me,neutral,False,False
2695,943b1558e1,let me guess.... antiques & collectibles? anywhere else you`d like to be?,let me guess.... antiques & collectibles?  anywhere else you`d like to be?,neutral,False,False
2702,da39cbf3e8,"_jlh lol that`s a special kind of magic, though! ;) and did you see the special on discovery? they think nessie died.","_jlh lol that`s a special kind of magic, though! ;)  and did you see the special on discovery?  they think nessie died.",neutral,False,False
2703,3d054d1072,:o and i missed it? and i`ll miss the rpt 2mrw oh well there`s youtube sunday i guess. thanks andrew,:o and i missed it? and i`ll miss the rpt 2mrw  oh well there`s youtube sunday i guess. thanks andrew,neutral,False,False
2761,7f4a82153d,i ... think ... i read `strawberries` its hard to have a fav char in your comics: i like bad rabbit and the `stud` chic - sent to kid,i ... think ... i read `strawberries`  its hard to have a fav char in your comics: i like bad rabbit and the `stud` chic - sent to kid,neutral,False,False
2762,84548ab6e2,your the supporter its totally up to you,your the supporter  its totally up to you,neutral,False,False
2781,93b34b1964,i skyped u las nite,i skyped u  las nite,neutral,False,False
2785,a1b435d7b2,is obsessing over chris pine heehee...,is obsessing over chris pine  heehee...,neutral,False,False
2825,61fde0e7e6,"i hear it`s a scorcher back home - all we`ve got here are clouds back in the studio, maybe if we`re lucky we might get 2 songs done 2day!","i hear it`s a scorcher back home - all we`ve got here are clouds  back in the studio, maybe if we`re lucky we might get 2 songs done 2day!",neutral,False,False
2828,d79f6eda9d,nope. it`s been years since it`s happened like this.,nope.  it`s been years since it`s happened like this.,neutral,False,False
2832,33745d82ff,i`ll have to be more creative in choosing my next alias. adding the n to the front obviously was not stealthy enought.,i`ll have to be more creative in choosing my next alias.  adding the n to the front obviously was not stealthy enought.,neutral,False,False
2833,59b63d3b0f,"_s tried to reply back to you, but you need to follow me for me to dm - we have many friends in common is the short answer","_s  tried to reply back to you, but you need to follow me for me to dm - we have many friends in common is the short answer",neutral,False,False
2834,032fc2b3a2,"i bought a leica m8, charger arrived doa. called leica, got transferred around and left a vm. atleast the rf isn`t misaligned...","i bought a leica m8, charger arrived doa. called leica,  got transferred around and left a vm.  atleast the rf isn`t misaligned...",neutral,False,False
2851,f87b8847a9,i want to get super pretty and i want a cig,i want to get super pretty  and i want a cig,neutral,False,False
2854,f446d26bfc,is going to school. leave me stuff.,is going to school.  leave me stuff.,neutral,False,False
2857,16fd300910,ive been passed out drunk for the passed couple of hours. good to go now,ive been passed out drunk for the passed couple of hours.  good to go now,neutral,False,False
2862,2b18f3c81f,im so tired and sick i have to be better on sunday so i can sing morning and night,im so tired and sick  i have to be better on sunday so i can sing morning and night,neutral,False,False
2870,41bb347c8c,the 3d version of up sold out regular version it is!,the 3d version of up sold out   regular version it is!,neutral,False,False
2873,34533b5903,finally-- now i am me again. i had to use internet explorer. firefox issues back to normal tweeting.,finally-- now i am me again.  i had to use internet explorer.  firefox issues   back to normal tweeting.,neutral,False,False
2902,bd4c861cc2,"unfortunatly, just about to start making my way home but via singapore for a gig too, so fun ain`t over just yet ;)","unfortunatly, just about to start making my way home  but via singapore for a gig too, so fun ain`t over  just yet ;)",neutral,False,False
2911,3dd127f4af,hey hunnie how are u?? i miss talkin to u! ty for the follow,hey hunnie  how are u?? i miss talkin to u! ty for the follow,neutral,False,False
2916,472fc56661,ahhhhh processing shipment sooooooo much!!!!!,ahhhhh processing shipment  sooooooo much!!!!!,neutral,False,False
2918,6a784b0c72,my poor baby girl is poorly x,my poor baby girl is poorly  x,neutral,False,False
2924,32a34847dc,is all mine #twpp #shadez,is all mine  #twpp #shadez,neutral,False,False
2931,1e7bb0e6dc,hahaha! yes i am! lil jon is the freakin jizzle! u know i named my 1st puppy after u? lil jizzle...remember? lol...xoxox,hahaha! yes i am!  lil jon is the freakin jizzle! u know i named my 1st puppy after u? lil jizzle...remember? lol...xoxox,neutral,False,False
2938,e62ebf8ec0,"go to mid valley la **** haha! never mind la, i don`t wanna go with you anyways","go to mid valley la ****  haha! never mind la, i don`t wanna go with you anyways",neutral,False,False
2951,3c343d4e1e,hmm icecream for breakfast #springtime,hmm icecream for breakfast  #springtime,neutral,False,False
2958,6c5002df01,perkinz.. idk wat after dat tho. maybe sum ****. lol,perkinz..  idk wat after dat tho. maybe sum ****. lol,neutral,False,False
2972,2ee99fc907,morning how are you?,morning  how are you?,neutral,False,False
2981,0690c4b873,???! #mandarinmonday,???!  #mandarinmonday,neutral,False,False
2996,c5698ba3eb,hehe his name was jack dawson & he died on the titanic u c that movie miley?im watching it rite now. amazing.tell leo i<3him!,hehe his name was jack dawson & he died on the titanic  u c that movie miley?im watching it rite now. amazing.tell leo i<3him!,neutral,False,False
3020,0197e3ebbc,i need to make more of an effort to meet some of my best online friends like <3 but **** the money it costs d:,i need to make more of an effort to meet some of my best online friends like   <3 but **** the money it costs d:,neutral,False,False
3046,f637b48a5c,back home after a funeral for my wife`s grandfather today. now its time for homework,back home after a funeral for my wife`s grandfather today.  now its time for homework,neutral,False,False
3056,128a73fbfd,"i`ll get my size 40`s out now, straight to the post office see you later, hun","i`ll get my size 40`s out now, straight to the post office  see you later, hun",neutral,False,False
3060,9508aeca0c,ok love you girls. but work beckons. will come back later for #twpp,ok      love you girls. but work beckons.  will come back later for #twpp,neutral,False,False
3068,d08af78eef,in august with anberlin. they`re not headlining though and yes there is a perth show,in august with anberlin. they`re not headlining though  and yes there is a perth show,neutral,False,False
3069,fdd3a09897,got some new clothes and series one of supernatural on dvd,got some new clothes  and series one of supernatural on dvd,neutral,False,False
3075,cf1ea9af3b,thats terrible i enjoy being with you every minute!,thats terrible  i enjoy being with you every minute!,neutral,False,False
3100,d881666768,"i know, don`t tell anyone i dont know if my dad told the famz yet. i think i`m taking it online.","i know, don`t tell anyone  i dont know if my dad told the famz yet. i think i`m taking it online.",neutral,False,False
3119,25ea895560,i`ve been sneezing and felt like a train-wreck for the last two weeks myself. but it`s not piggystuff. so we`re good then.,_g: i`ve been sneezing and felt like a train-wreck for the last two weeks myself. but it`s not piggystuff.  so we`re good then.,neutral,False,False
3147,b9ade6591a,delegate i am now eating pate on toast a my wife is editing yesterday`s engagement shoot ;),delegate  i am now eating pate on toast a my wife is editing yesterday`s engagement shoot ;),neutral,False,False
3159,9dec21d822,"hahah, did i hear mvp chants in atlanta`s arena? at least they get it right there, unlike at staples","hahah, did i hear mvp chants in atlanta`s arena?  at least they get it right there, unlike at staples",neutral,False,False
3172,1f9663bb46,guys will go see constance logically,guys will go see constance 	 logically,neutral,False,False
3173,23d8ccab77,did not sleep a wink last night x,did not sleep a wink last night  x,neutral,False,False
